studyid,workflowid,groupid,numerator,denominator,metric,score,flag,snapshot_date
AA-AA-000-0000,kri0001,4,46,6192,0.00742894056847545,3.01310120166866,0,2017-03-01
AA-AA-000-0000,kri0001,162,16,1346,0.0118870728083209,3.04362456422983,0,2017-03-01
AA-AA-000-0000,kri0001,15,32,3550,0.00901408450704225,3.29237818730555,0,2017-03-01
AA-AA-000-0000,kri0001,145,2,4,0.5,3.64570228752485,0,2017-03-01
AA-AA-000-0000,kri0001,133,30,2943,0.0101936799184506,3.68588965925985,0,2017-03-01
AA-AA-000-0000,kri0001,105,25,2180,0.0114678899082569,3.76252014102387,0,2017-03-01
AA-AA-000-0000,kri0001,64,29,2690,0.0107806691449814,3.84058227568837,0,2017-03-01
AA-AA-000-0000,kri0001,62,133,21287,0.0062479447550148,4.02374502652948,0,2017-03-01
AA-AA-000-0000,kri0001,157,48,5335,0.00899718837863168,4.14045433408023,0,2017-03-01
AA-AA-000-0000,kri0001,56,108,15893,0.00679544453533002,4.25440074954996,0,2017-03-01
AA-AA-000-0000,kri0001,134,39,3713,0.0105036358739564,4.40819800826705,0,2017-03-01
AA-AA-000-0000,kri0001,132,15,671,0.022354694485842,4.57358111239871,0,2017-03-01
AA-AA-000-0000,kri0001,8,118,17010,0.00693709582598472,4.67390459035523,0,2017-03-01
AA-AA-000-0000,kri0001,146,57,5983,0.00952699314725054,4.895240816381,0,2017-03-01
AA-AA-000-0000,kri0002,28,10,1755,0.0056980056980057,7.87533100577577,2,2017-03-01
AA-AA-000-0000,kri0002,86,0,15047,0,-2.14647102405638,0,2017-03-01
AA-AA-000-0000,kri0002,61,0,13556,0,-2.01435842020897,0,2017-03-01
AA-AA-000-0000,kri0002,118,0,12776,0,-1.94298364018192,0,2017-03-01
AA-AA-000-0000,kri0002,77,0,12743,0,-1.93992690167929,0,2017-03-01
AA-AA-000-0000,kri0002,166,0,11203,0,-1.79362894906027,0,2017-03-01
AA-AA-000-0000,kri0002,91,0,10098,0,-1.68375105491261,0,2017-03-01
AA-AA-000-0000,kri0002,141,0,9390,0,-1.61086547101983,0,2017-03-01
AA-AA-000-0000,kri0002,189,1,21498,4.65159549725556e-05,-1.60500894215122,0,2017-03-01
AA-AA-000-0000,kri0002,17,0,9328,0,-1.60438214094571,0,2017-03-01
AA-AA-000-0000,kri0002,170,1,20714,4.82765279521097e-05,-1.53359565268924,0,2017-03-01
AA-AA-000-0000,kri0002,71,0,7509,0,-1.40591199380651,0,2017-03-01
AA-AA-000-0000,kri0002,67,0,7214,0,-1.37202483818764,0,2017-03-01
AA-AA-000-0000,kri0002,92,0,6653,0,-1.30604638327569,0,2017-03-01
AA-AA-000-0000,kri0002,34,0,6550,0,-1.29369966508667,0,2017-03-01
AA-AA-000-0000,kri0002,104,0,6524,0,-1.29057103877032,0,2017-03-01
AA-AA-000-0000,kri0002,7,0,6334,0,-1.26755805162364,0,2017-03-01
AA-AA-000-0000,kri0002,75,0,6108,0,-1.23982993884372,0,2017-03-01
AA-AA-000-0000,kri0002,113,0,5894,0,-1.21320168242494,0,2017-03-01
AA-AA-000-0000,kri0002,156,0,5893,0,-1.21307637184233,0,2017-03-01
AA-AA-000-0000,kri0002,122,0,5811,0,-1.20277241050466,0,2017-03-01
AA-AA-000-0000,kri0002,8,1,17010,5.87889476778366e-05,-1.17541549265165,0,2017-03-01
AA-AA-000-0000,kri0002,30,0,5558,0,-1.17061635797949,0,2017-03-01
AA-AA-000-0000,kri0002,152,0,5385,0,-1.14829772458696,0,2017-03-01
AA-AA-000-0000,kri0002,157,0,5335,0,-1.14179521843604,0,2017-03-01
AA-AA-000-0000,kri0002,155,0,5311,0,-1.13866555014079,0,2017-03-01
AA-AA-000-0000,kri0002,131,0,4991,0,-1.09639325859248,0,2017-03-01
AA-AA-000-0000,kri0002,13,0,4586,0,-1.04133882236678,0,2017-03-01
AA-AA-000-0000,kri0002,83,0,4471,0,-1.0253632473169,0,2017-03-01
AA-AA-000-0000,kri0002,160,0,4383,0,-1.0130296288267,0,2017-03-01
AA-AA-000-0000,kri0002,80,0,4370,0,-1.01119943644459,0,2017-03-01
AA-AA-000-0000,kri0002,23,0,3948,0,-0.950577696877496,0,2017-03-01
AA-AA-000-0000,kri0002,121,0,3783,0,-0.926191110061809,0,2017-03-01
AA-AA-000-0000,kri0002,174,0,3734,0,-0.918869333664776,0,2017-03-01
AA-AA-000-0000,kri0002,187,0,3719,0,-0.916620470942851,0,2017-03-01
AA-AA-000-0000,kri0002,134,0,3713,0,-0.915719932558502,0,2017-03-01
AA-AA-000-0000,kri0002,147,0,3684,0,-0.911359278665485,0,2017-03-01
AA-AA-000-0000,kri0002,135,0,3676,0,-0.910153978881101,0,2017-03-01
AA-AA-000-0000,kri0002,177,0,3614,0,-0.900777855423448,0,2017-03-01
AA-AA-000-0000,kri0002,127,0,3586,0,-0.896522869531731,0,2017-03-01
AA-AA-000-0000,kri0002,184,0,3558,0,-0.892254865433901,0,2017-03-01
AA-AA-000-0000,kri0002,15,0,3550,0,-0.891033024682826,0,2017-03-01
AA-AA-000-0000,kri0002,153,0,3516,0,-0.885828137141976,0,2017-03-01
AA-AA-000-0000,kri0002,22,0,3366,0,-0.862626179195363,0,2017-03-01
AA-AA-000-0000,kri0002,176,0,3344,0,-0.859189505791827,0,2017-03-01
AA-AA-000-0000,kri0002,109,0,3284,0,-0.849771502593438,0,2017-03-01
AA-AA-000-0000,kri0002,172,2,20964,9.54016409082236e-05,-0.847816058485047,0,2017-03-01
AA-AA-000-0000,kri0002,186,0,3203,0,-0.836949699768497,0,2017-03-01
AA-AA-000-0000,kri0002,27,0,3034,0,-0.809782103729286,0,2017-03-01
AA-AA-000-0000,kri0002,35,0,2981,0,-0.801140933385161,0,2017-03-01
AA-AA-000-0000,kri0002,39,0,2957,0,-0.797208198699945,0,2017-03-01
AA-AA-000-0000,kri0002,133,0,2943,0,-0.794908336306449,0,2017-03-01
AA-AA-000-0000,kri0002,97,0,2869,0,-0.782680065373539,0,2017-03-01
AA-AA-000-0000,kri0002,106,0,2774,0,-0.766799147578525,0,2017-03-01
AA-AA-000-0000,kri0002,49,0,2717,0,-0.757168412968267,0,2017-03-01
AA-AA-000-0000,kri0002,142,0,2693,0,-0.753089753710746,0,2017-03-01
AA-AA-000-0000,kri0002,73,0,2687,0,-0.752067869867415,0,2017-03-01
AA-AA-000-0000,kri0002,68,0,2679,0,-0.750703968291958,0,2017-03-01
AA-AA-000-0000,kri0002,44,0,2600,0,-0.737148758499847,0,2017-03-01
AA-AA-000-0000,kri0002,47,0,2522,0,-0.723606098926557,0,2017-03-01
AA-AA-000-0000,kri0002,151,0,2376,0,-0.69780809129343,0,2017-03-01
AA-AA-000-0000,kri0002,60,0,2298,0,-0.683771628346271,0,2017-03-01
AA-AA-000-0000,kri0002,163,0,2282,0,-0.680869447189209,0,2017-03-01
AA-AA-000-0000,kri0002,120,0,2271,0,-0.678869577993559,0,2017-03-01
AA-AA-000-0000,kri0002,101,0,2237,0,-0.672664067469958,0,2017-03-01
AA-AA-000-0000,kri0002,161,0,2222,0,-0.669914622514427,0,2017-03-01
AA-AA-000-0000,kri0002,96,0,2201,0,-0.666053168571126,0,2017-03-01
AA-AA-000-0000,kri0002,105,0,2180,0,-0.662177273360688,0,2017-03-01
AA-AA-000-0000,kri0002,10,1,12347,8.09913339272698e-05,-0.658770735637727,0,2017-03-01
AA-AA-000-0000,kri0002,81,0,2129,0,-0.652703060492132,0,2017-03-01
AA-AA-000-0000,kri0002,19,0,2116,0,-0.650273913948099,0,2017-03-01
AA-AA-000-0000,kri0002,144,0,2108,0,-0.648776152127939,0,2017-03-01
AA-AA-000-0000,kri0002,53,0,2096,0,-0.646525332951547,0,2017-03-01
AA-AA-000-0000,kri0002,181,0,2089,0,-0.64521002682595,0,2017-03-01
AA-AA-000-0000,kri0002,107,0,2025,0,-0.63310333383641,0,2017-03-01
AA-AA-000-0000,kri0002,70,0,2020,0,-0.632151239470036,0,2017-03-01
AA-AA-000-0000,kri0002,32,0,2013,0,-0.630816756916996,0,2017-03-01
AA-AA-000-0000,kri0002,143,2,18689,0.000107014821552785,-0.61460326868771,0,2017-03-01
AA-AA-000-0000,kri0002,25,0,1915,0,-0.611939120724044,0,2017-03-01
AA-AA-000-0000,kri0002,136,0,1765,0,-0.582295248060414,0,2017-03-01
AA-AA-000-0000,kri0002,116,0,1739,0,-0.577058271693035,0,2017-03-01
AA-AA-000-0000,kri0002,3,0,1666,0,-0.562188107994833,0,2017-03-01
AA-AA-000-0000,kri0002,115,0,1652,0,-0.559307386511736,0,2017-03-01
AA-AA-000-0000,kri0002,111,0,1597,0,-0.54789655802055,0,2017-03-01
AA-AA-000-0000,kri0002,112,0,1596,0,-0.547687677795333,0,2017-03-01
AA-AA-000-0000,kri0002,150,0,1591,0,-0.546642507625832,0,2017-03-01
AA-AA-000-0000,kri0002,130,0,1525,0,-0.532723553900737,0,2017-03-01
AA-AA-000-0000,kri0002,102,0,1514,0,-0.530380999855478,0,2017-03-01
AA-AA-000-0000,kri0002,119,0,1514,0,-0.530380999855478,0,2017-03-01
AA-AA-000-0000,kri0002,183,0,1513,0,-0.530167710750742,0,2017-03-01
AA-AA-000-0000,kri0002,185,0,1470,0,-0.520943414729193,0,2017-03-01
AA-AA-000-0000,kri0002,40,0,1456,0,-0.517917451483599,0,2017-03-01
AA-AA-000-0000,kri0002,168,0,1437,0,-0.513792515758599,0,2017-03-01
AA-AA-000-0000,kri0002,41,0,1430,0,-0.512267430627362,0,2017-03-01
AA-AA-000-0000,kri0002,178,0,1429,0,-0.512049323130301,0,2017-03-01
AA-AA-000-0000,kri0002,129,0,1423,0,-0.510739421945807,0,2017-03-01
AA-AA-000-0000,kri0002,16,0,1411,0,-0.50811311895227,0,2017-03-01
AA-AA-000-0000,kri0002,188,0,1360,0,-0.496852399430391,0,2017-03-01
AA-AA-000-0000,kri0002,57,0,1356,0,-0.495962278374246,0,2017-03-01
AA-AA-000-0000,kri0002,100,0,1354,0,-0.495516832659648,0,2017-03-01
AA-AA-000-0000,kri0002,18,0,1350,0,-0.494625168216299,0,2017-03-01
AA-AA-000-0000,kri0002,162,0,1346,0,-0.493732469544092,0,2017-03-01
AA-AA-000-0000,kri0002,98,0,1346,0,-0.493732469544092,0,2017-03-01
AA-AA-000-0000,kri0002,82,0,1345,0,-0.493509132777069,0,2017-03-01
AA-AA-000-0000,kri0002,148,0,1328,0,-0.489702411501873,0,2017-03-01
AA-AA-000-0000,kri0002,124,0,1289,0,-0.480896558937999,0,2017-03-01
AA-AA-000-0000,kri0002,52,0,1094,0,-0.435196960724671,0,2017-03-01
AA-AA-000-0000,kri0002,182,0,1000,0,-0.41203435700135,0,2017-03-01
AA-AA-000-0000,kri0002,65,0,847,0,-0.372418541928214,0,2017-03-01
AA-AA-000-0000,kri0002,31,0,841,0,-0.370810294103883,0,2017-03-01
AA-AA-000-0000,kri0002,36,0,840,0,-0.370541816965944,0,2017-03-01
AA-AA-000-0000,kri0002,45,0,775,0,-0.352812577936172,0,2017-03-01
AA-AA-000-0000,kri0002,180,0,757,0,-0.3478012195021,0,2017-03-01
AA-AA-000-0000,kri0002,38,0,757,0,-0.3478012195021,0,2017-03-01
AA-AA-000-0000,kri0002,126,0,754,0,-0.346961480922588,0,2017-03-01
AA-AA-000-0000,kri0002,66,0,754,0,-0.346961480922588,0,2017-03-01
AA-AA-000-0000,kri0002,87,0,750,0,-0.345839793269656,0,2017-03-01
AA-AA-000-0000,kri0002,14,0,738,0,-0.342460602408001,0,2017-03-01
AA-AA-000-0000,kri0002,158,0,708,0,-0.333917178002268,0,2017-03-01
AA-AA-000-0000,kri0002,175,0,679,0,-0.325522826952993,0,2017-03-01
AA-AA-000-0000,kri0002,20,0,675,0,-0.324354071410809,0,2017-03-01
AA-AA-000-0000,kri0002,6,0,674,0,-0.32406145951964,0,2017-03-01
AA-AA-000-0000,kri0002,123,0,673,0,-0.323768677727917,0,2017-03-01
AA-AA-000-0000,kri0002,46,0,673,0,-0.323768677727917,0,2017-03-01
AA-AA-000-0000,kri0002,55,0,673,0,-0.323768677727917,0,2017-03-01
AA-AA-000-0000,kri0002,42,0,672,0,-0.323475725684317,0,2017-03-01
AA-AA-000-0000,kri0002,33,0,670,0,-0.322889309429939,0,2017-03-01
AA-AA-000-0000,kri0002,72,0,667,0,-0.322008399303984,0,2017-03-01
AA-AA-000-0000,kri0002,159,0,560,0,-0.289493513542785,0,2017-03-01
AA-AA-000-0000,kri0002,48,0,531,0,-0.280272374978461,0,2017-03-01
AA-AA-000-0000,kri0002,85,1,9342,0.000107043459644616,-0.26539404648568,0,2017-03-01
AA-AA-000-0000,kri0002,69,1,8744,0.000114364135407136,-0.178785688226337,0,2017-03-01
AA-AA-000-0000,kri0002,145,0,4,0,-0.014293837389604,0,2017-03-01
AA-AA-000-0000,kri0002,43,4,23066,0.000173415416630538,0.063036428484375,0,2017-03-01
AA-AA-000-0000,kri0002,149,1,7178,0.000139314572304263,0.0659304704467117,0,2017-03-01
AA-AA-000-0000,kri0002,54,2,12817,0.000156042755715066,0.0756084123405444,0,2017-03-01
AA-AA-000-0000,kri0002,63,1,6840,0.000146198830409357,0.12282176479616,0,2017-03-01
AA-AA-000-0000,kri0002,4,1,6192,0.000161498708010336,0.23683912901072,0,2017-03-01
AA-AA-000-0000,kri0002,62,4,21287,0.000187908112932776,0.253351398004707,0,2017-03-01
AA-AA-000-0000,kri0002,146,1,5983,0.000167140230653518,0.275155331901684,0,2017-03-01
AA-AA-000-0000,kri0002,11,1,5809,0.000172146668961956,0.307686425002295,0,2017-03-01
AA-AA-000-0000,kri0002,137,1,5042,0.000198333994446648,0.45878591502672,0,2017-03-01
AA-AA-000-0000,kri0002,190,1,4955,0.000201816347124117,0.47681036190858,0,2017-03-01
AA-AA-000-0000,kri0002,164,1,4932,0.000202757502027575,0.481608677848438,0,2017-03-01
AA-AA-000-0000,kri0002,138,1,4705,0.000212539851222104,0.529742232538855,0,2017-03-01
AA-AA-000-0000,kri0002,114,1,4678,0.000213766566908935,0.53556440487711,0,2017-03-01
AA-AA-000-0000,kri0002,76,2,9377,0.000213287831929188,0.572945080044152,0,2017-03-01
AA-AA-000-0000,kri0002,29,1,4346,0.000230096640589047,0.608972022571605,0,2017-03-01
AA-AA-000-0000,kri0002,26,1,3989,0.000250689395838556,0.692036207041411,0,2017-03-01
AA-AA-000-0000,kri0002,5,7,28152,0.000248650184711566,0.871924646484147,0,2017-03-01
AA-AA-000-0000,kri0002,94,5,20035,0.000249563264287497,0.890161648745143,0,2017-03-01
AA-AA-000-0000,kri0002,51,2,7513,0.000266205244243312,0.891608002644747,0,2017-03-01
AA-AA-000-0000,kri0002,56,4,15893,0.000251683130938149,0.897868834065761,0,2017-03-01
AA-AA-000-0000,kri0002,103,1,3100,0.00032258064516129,0.922500540020482,0,2017-03-01
AA-AA-000-0000,kri0002,128,1,2961,0.000337723741979061,0.962365854230884,0,2017-03-01
AA-AA-000-0000,kri0002,89,1,2836,0.000352609308885755,0.999304984062779,0,2017-03-01
AA-AA-000-0000,kri0002,64,1,2690,0.000371747211895911,1.04387117149091,0,2017-03-01
AA-AA-000-0000,kri0002,139,11,39906,0.000275647772264822,1.17319505173268,0,2017-03-01
AA-AA-000-0000,kri0002,84,1,2126,0.000470366886171214,1.23351144940893,0,2017-03-01
AA-AA-000-0000,kri0002,59,2,5719,0.000349711488022382,1.2508750329805,0,2017-03-01
AA-AA-000-0000,kri0002,9,1,1606,0.00062266500622665,1.44275315265877,0,2017-03-01
AA-AA-000-0000,kri0002,140,14,44565,0.000314147873892068,1.67143153094184,0,2017-03-01
AA-AA-000-0000,kri0002,167,4,10471,0.000382007449145258,1.70554153565678,0,2017-03-01
AA-AA-000-0000,kri0002,58,5,13049,0.000383171124224078,1.83236496550243,0,2017-03-01
AA-AA-000-0000,kri0002,173,7,18965,0.00036910097548115,1.92922968862457,0,2017-03-01
AA-AA-000-0000,kri0002,132,1,671,0.0014903129657228,2.00222188583533,0,2017-03-01
AA-AA-000-0000,kri0002,171,1,671,0.0014903129657228,2.00222188583533,0,2017-03-01
AA-AA-000-0000,kri0002,12,1,624,0.0016025641025641,2.04374303277339,0,2017-03-01
AA-AA-000-0000,kri0002,154,1,407,0.00245700245700246,2.2756746057321,0,2017-03-01
AA-AA-000-0000,kri0002,165,1,219,0.0045662100456621,2.58025207770809,0,2017-03-01
AA-AA-000-0000,kri0002,50,4,6044,0.000661813368630046,2.61077240409841,0,2017-03-01
AA-AA-000-0000,kri0002,179,3,3130,0.000958466453674122,2.78136087275695,0,2017-03-01
AA-AA-000-0000,kri0003,68,52,2852,0.0182328190743338,8.12655496579756,2,2017-03-01
AA-AA-000-0000,kri0003,75,77,6387,0.0120557382182558,8.25834965879097,2,2017-03-01
AA-AA-000-0000,kri0003,114,73,4976,0.0146704180064309,8.9479801949402,2,2017-03-01
AA-AA-000-0000,kri0003,173,215,19951,0.0107764021853541,14.7437521535577,2,2017-03-01
AA-AA-000-0000,kri0003,94,7,21077,0.000332115576220525,-9.43185415798912,-2,2017-03-01
AA-AA-000-0000,kri0003,186,44,3396,0.0129564193168433,6.04846535121947,1,2017-03-01
AA-AA-000-0000,kri0003,92,71,6988,0.0101602747567258,6.97741200537413,1,2017-03-01
AA-AA-000-0000,kri0003,4,1,6566,0.000152299725860493,-6.56960037136844,-1,2017-03-01
AA-AA-000-0000,kri0003,56,16,16681,0.000959175109405911,-6.26734595560926,-1,2017-03-01
AA-AA-000-0000,kri0003,5,42,29794,0.00140967980130228,-5.60443133747325,-1,2017-03-01
AA-AA-000-0000,kri0003,91,10,10891,0.000918189330639978,-5.56720745864285,-1,2017-03-01
AA-AA-000-0000,kri0003,118,15,13401,0.00111931945377211,-5.37958482927383,-1,2017-03-01
AA-AA-000-0000,kri0003,69,8,9175,0.000871934604904632,-5.37136105019613,-1,2017-03-01
AA-AA-000-0000,kri0003,121,1,3957,0.000252716704574172,-5.13917803003676,-1,2017-03-01
AA-AA-000-0000,kri0003,156,4,6131,0.00065242211710977,-5.13444281940261,-1,2017-03-01
AA-AA-000-0000,kri0003,142,0,2831,0,-5.08792719053409,-1,2017-03-01
AA-AA-000-0000,kri0003,177,1,3792,0.000263713080168776,-5.0308435707223,-1,2017-03-01
AA-AA-000-0000,kri0003,128,1,3213,0.000311235605353252,-4.62537622768115,0,2017-03-01
AA-AA-000-0000,kri0003,97,1,2999,0.000333444481493831,-4.46389678483246,0,2017-03-01
AA-AA-000-0000,kri0003,115,0,1757,0,-4.18273252031568,0,2017-03-01
AA-AA-000-0000,kri0003,147,3,3883,0.000772598506309555,-4.15077332957869,0,2017-03-01
AA-AA-000-0000,kri0003,59,7,6053,0.00115645134643978,-4.1206193403998,0,2017-03-01
AA-AA-000-0000,kri0003,58,22,13679,0.00160830470063601,-4.10060129813142,0,2017-03-01
AA-AA-000-0000,kri0003,151,1,2480,0.000403225806451613,-4.03934292517639,0,2017-03-01
AA-AA-000-0000,kri0003,164,6,5193,0.00115540150202195,-3.9246203507152,0,2017-03-01
AA-AA-000-0000,kri0003,80,5,4575,0.00109289617486339,-3.86562502727614,0,2017-03-01
AA-AA-000-0000,kri0003,82,0,1422,0,-3.83468407919053,0,2017-03-01
AA-AA-000-0000,kri0003,188,0,1416,0,-3.82803087722866,0,2017-03-01
AA-AA-000-0000,kri0003,124,0,1352,0,-3.75600521334283,0,2017-03-01
AA-AA-000-0000,kri0003,133,3,3090,0.000970873786407767,-3.55156490693138,0,2017-03-01
AA-AA-000-0000,kri0003,152,8,5572,0.00143575017946877,-3.54249058725013,0,2017-03-01
AA-AA-000-0000,kri0003,176,4,3536,0.00113122171945701,-3.49555319725966,0,2017-03-01
AA-AA-000-0000,kri0003,163,2,2387,0.000837871805613741,-3.40486109873933,0,2017-03-01
AA-AA-000-0000,kri0003,61,27,13980,0.001931330472103,-3.31321037948032,0,2017-03-01
AA-AA-000-0000,kri0003,103,4,3256,0.00122850122850123,-3.27492218159711,0,2017-03-01
AA-AA-000-0000,kri0003,137,9,5203,0.00172977128579666,-3.02276202660136,0,2017-03-01
AA-AA-000-0000,kri0003,66,0,796,0,-3.0216388167625,0,2017-03-01
AA-AA-000-0000,kri0003,18,1,1430,0.000699300699300699,-2.96200066154249,0,2017-03-01
AA-AA-000-0000,kri0003,120,3,2406,0.00124688279301746,-2.94604107855637,0,2017-03-01
AA-AA-000-0000,kri0003,46,0,738,0,-2.92919848547294,0,2017-03-01
AA-AA-000-0000,kri0003,12,0,723,0,-2.90459969409325,0,2017-03-01
AA-AA-000-0000,kri0003,33,0,713,0,-2.88803299339488,0,2017-03-01
AA-AA-000-0000,kri0003,42,0,702,0,-2.86965068874812,0,2017-03-01
AA-AA-000-0000,kri0003,47,4,2658,0.00150489089541008,-2.75686892563702,0,2017-03-01
AA-AA-000-0000,kri0003,159,0,629,0,-2.74312076390002,0,2017-03-01
AA-AA-000-0000,kri0003,48,0,595,0,-2.68122704801791,0,2017-03-01
AA-AA-000-0000,kri0003,141,21,9602,0.00218704436575713,-2.60452099855827,0,2017-03-01
AA-AA-000-0000,kri0003,106,5,2881,0.00173550850399167,-2.57032869990111,0,2017-03-01
AA-AA-000-0000,kri0003,57,2,1413,0.00141542816702052,-2.33273582049331,0,2017-03-01
AA-AA-000-0000,kri0003,22,8,3570,0.00224089635854342,-2.13849040543588,0,2017-03-01
AA-AA-000-0000,kri0003,86,39,15968,0.00244238476953908,-2.09674944687465,0,2017-03-01
AA-AA-000-0000,kri0003,126,1,792,0.00126262626262626,-2.01592951113644,0,2017-03-01
AA-AA-000-0000,kri0003,138,12,4913,0.00244249949114594,-2.0071812925699,0,2017-03-01
AA-AA-000-0000,kri0003,144,5,2231,0.00224114746750336,-1.93183974837751,0,2017-03-01
AA-AA-000-0000,kri0003,72,1,744,0.00134408602150538,-1.92653487524247,0,2017-03-01
AA-AA-000-0000,kri0003,155,14,5512,0.00253991291727141,-1.90261101756202,0,2017-03-01
AA-AA-000-0000,kri0003,123,1,705,0.00141843971631206,-1.85103144393777,0,2017-03-01
AA-AA-000-0000,kri0003,113,16,6174,0.00259151279559443,-1.84539870949191,0,2017-03-01
AA-AA-000-0000,kri0003,70,5,2146,0.00232991612301957,-1.83918478323965,0,2017-03-01
AA-AA-000-0000,kri0003,64,7,2833,0.00247087892693258,-1.81337553640081,0,2017-03-01
AA-AA-000-0000,kri0003,27,8,3167,0.00252604988948532,-1.79238805734014,0,2017-03-01
AA-AA-000-0000,kri0003,51,21,7886,0.00266294699467411,-1.74214872840583,0,2017-03-01
AA-AA-000-0000,kri0003,131,14,5246,0.00266869996187572,-1.72511001458218,0,2017-03-01
AA-AA-000-0000,kri0003,29,13,4702,0.00276478094427903,-1.59644638248024,0,2017-03-01
AA-AA-000-0000,kri0003,130,4,1588,0.00251889168765743,-1.58282257082712,0,2017-03-01
AA-AA-000-0000,kri0003,157,16,5594,0.00286020736503397,-1.47498923658373,0,2017-03-01
AA-AA-000-0000,kri0003,41,4,1507,0.0026542800265428,-1.47365329265255,0,2017-03-01
AA-AA-000-0000,kri0003,23,12,4161,0.00288392213410238,-1.45282721906393,0,2017-03-01
AA-AA-000-0000,kri0003,32,6,2110,0.0028436018957346,-1.4161370258069,0,2017-03-01
AA-AA-000-0000,kri0003,77,37,13320,0.00277777777777778,-1.40013674255141,0,2017-03-01
AA-AA-000-0000,kri0003,44,8,2737,0.00292290829375228,-1.38715866562917,0,2017-03-01
AA-AA-000-0000,kri0003,100,4,1425,0.00280701754385965,-1.35888545285397,0,2017-03-01
AA-AA-000-0000,kri0003,166,34,12023,0.00282791316643101,-1.34476516373018,0,2017-03-01
AA-AA-000-0000,kri0003,167,31,10875,0.00285057471264368,-1.34387675065791,0,2017-03-01
AA-AA-000-0000,kri0003,85,28,9732,0.00287710645293876,-1.33783702223238,0,2017-03-01
AA-AA-000-0000,kri0003,180,2,780,0.00256410256410256,-1.32090229108205,0,2017-03-01
AA-AA-000-0000,kri0003,105,7,2285,0.00306345733041576,-1.25212306631431,0,2017-03-01
AA-AA-000-0000,kri0003,146,19,6195,0.00306698950766747,-1.1816740904581,0,2017-03-01
AA-AA-000-0000,kri0003,181,7,2183,0.00320659642693541,-1.13741851841567,0,2017-03-01
AA-AA-000-0000,kri0003,178,5,1511,0.00330906684315023,-1.04980780398106,0,2017-03-01
AA-AA-000-0000,kri0003,139,108,41896,0.00257781172426962,-0.967685351378845,0,2017-03-01
AA-AA-000-0000,kri0003,98,5,1420,0.00352112676056338,-0.918413150850828,0,2017-03-01
AA-AA-000-0000,kri0003,81,8,2292,0.00349040139616056,-0.917245875553293,0,2017-03-01
AA-AA-000-0000,kri0003,127,13,3779,0.00344006350886478,-0.873556782095092,0,2017-03-01
AA-AA-000-0000,kri0003,83,16,4736,0.00337837837837838,-0.873256938074737,0,2017-03-01
AA-AA-000-0000,kri0003,38,3,798,0.0037593984962406,-0.785962677910492,0,2017-03-01
AA-AA-000-0000,kri0003,190,18,5226,0.0034443168771527,-0.75907072022224,0,2017-03-01
AA-AA-000-0000,kri0003,187,14,3910,0.00358056265984655,-0.721248480086071,0,2017-03-01
AA-AA-000-0000,kri0003,30,20,5749,0.00347886588971995,-0.672580423119547,0,2017-03-01
AA-AA-000-0000,kri0003,129,6,1493,0.00401875418620228,-0.62110556590508,0,2017-03-01
AA-AA-000-0000,kri0003,52,5,1205,0.004149377593361,-0.582297259964155,0,2017-03-01
AA-AA-000-0000,kri0003,71,27,7865,0.00343293070565798,-0.550073081563181,0,2017-03-01
AA-AA-000-0000,kri0003,17,34,9809,0.00346620450606586,-0.323223695501033,0,2017-03-01
AA-AA-000-0000,kri0003,28,10,2286,0.00437445319335083,-0.264129068644275,0,2017-03-01
AA-AA-000-0000,kri0003,87,4,788,0.0050761421319797,-0.252941937069289,0,2017-03-01
AA-AA-000-0000,kri0003,13,20,5129,0.00389939559368298,-0.23907040085325,0,2017-03-01
AA-AA-000-0000,kri0003,19,10,2209,0.00452693526482571,-0.173070846530084,0,2017-03-01
AA-AA-000-0000,kri0003,162,7,1430,0.0048951048951049,-0.143426574296924,0,2017-03-01
AA-AA-000-0000,kri0003,148,7,1411,0.00496102055279943,-0.11388612328892,0,2017-03-01
AA-AA-000-0000,kri0003,132,4,713,0.00561009817671809,-0.0840034525457718,0,2017-03-01
AA-AA-000-0000,kri0003,49,13,2884,0.00450762829403606,-0.039297608174971,0,2017-03-01
AA-AA-000-0000,kri0003,10,45,12942,0.00347705146036161,-0.0153555290307867,0,2017-03-01
AA-AA-000-0000,kri0003,154,3,475,0.00631578947368421,0.00730601529123353,0,2017-03-01
AA-AA-000-0000,kri0003,149,29,7453,0.00389105058365759,0.062493123586055,0,2017-03-01
AA-AA-000-0000,kri0003,170,70,21878,0.00319956120303501,0.0695341257550331,0,2017-03-01
AA-AA-000-0000,kri0003,168,8,1528,0.00523560209424084,0.0714324898050925,0,2017-03-01
AA-AA-000-0000,kri0003,143,64,19488,0.00328407224958949,0.109577443603567,0,2017-03-01
AA-AA-000-0000,kri0003,89,14,2960,0.00472972972972973,0.155554855463388,0,2017-03-01
AA-AA-000-0000,kri0003,60,12,2431,0.00493624023035788,0.169830833010203,0,2017-03-01
AA-AA-000-0000,kri0003,161,12,2413,0.0049730625777041,0.190611785659336,0,2017-03-01
AA-AA-000-0000,kri0003,150,9,1647,0.00546448087431694,0.241357092089436,0,2017-03-01
AA-AA-000-0000,kri0003,111,9,1633,0.00551132884262094,0.261808433652869,0,2017-03-01
AA-AA-000-0000,kri0003,160,21,4694,0.00447379633574776,0.310806057412288,0,2017-03-01
AA-AA-000-0000,kri0003,76,38,9790,0.00388151174668029,0.353467100644056,0,2017-03-01
