"studyid","workflowid","groupid","n","numerator","denominator","kri","score","flag"
"AA-AA-000-0000","kri0004","X061X",2,1,7525,0.000132890365448505,-0.582321810282486,0
"AA-AA-000-0000","kri0004","X072X",7,3,22807,0.000131538562721971,-0.429605618843612,0
"AA-AA-000-0000","kri0004","X105X",5,2,15566,0.000128485159964024,-0.551242458247382,0
"AA-AA-000-0000","kri0004","X086X",33,10,78220,0.000127844541038098,0.218848067659738,0
"AA-AA-000-0000","kri0004","X057X",5,1,8365,0.000119545726240287,-0.676143247372111,0
"AA-AA-000-0000","kri0004","X102X",69,17,156807,0.00010841352745732,0.386182427726074,0
"AA-AA-000-0000","kri0004","X084X",10,2,19896,0.000100522718134298,-0.846594026402166,0
"AA-AA-000-0000","kri0004","X068X",16,3,30009,0.0000999700089973008,-0.817602791336674,0
"AA-AA-000-0000","kri0004","X085X",12,3,30904,0.0000970748123220295,-0.860800271752072,0
"AA-AA-000-0000","kri0004","X230X",9,2,21325,0.0000937866354044549,-0.933565479146782,0
"AA-AA-000-0000","kri0004","X093X",7,1,10864,0.0000920471281296024,-0.9196009118207,0
"AA-AA-000-0000","kri0004","X174X",5,1,10921,0.0000915667063455728,-0.924652917423731,0
"AA-AA-000-0000","kri0004","X025X",12,3,33370,0.0000899011087803416,-0.975221132660911,0
"AA-AA-000-0000","kri0004","X217X",6,1,12145,0.0000823384108686702,-1.02879240915085,0
"AA-AA-000-0000","kri0004","X143X",5,1,12317,0.0000811886011204027,-1.04280823184312,0
"AA-AA-000-0000","kri0004","X088X",3,1,12494,0.0000800384184408516,-1.05708442423329,0
"AA-AA-000-0000","kri0004","X033X",15,2,26139,0.0000765140211943839,-1.19828660372483,0
"AA-AA-000-0000","kri0004","X130X",33,6,80178,0.0000748334954725735,-1.21670225458312,0
"AA-AA-000-0000","kri0004","X133X",17,3,41575,0.0000721587492483464,-1.31599505979436,0
"AA-AA-000-0000","kri0004","X040X",22,4,55554,0.0000720020160564496,-1.32706288698625,0
"AA-AA-000-0000","kri0004","X013X",20,3,44653,0.0000671847356280653,-1.43108586887469,0
"AA-AA-000-0000","kri0004","X224X",5,1,16217,0.0000616636862551643,-1.3283126735624,0
"AA-AA-000-0000","kri0004","X053X",10,1,16428,0.0000608716824933041,-1.34228099350111,0
"AA-AA-000-0000","kri0004","X129X",12,2,35507,0.000056326921452108,-1.62532385762505,0
"AA-AA-000-0000","kri0004","X095X",6,1,18126,0.000055169369965795,-1.4502634218053,0
"AA-AA-000-0000","kri0004","X192X",27,3,55007,0.000054538513280128,-1.7802002843899,0
"AA-AA-000-0000","kri0004","X021X",20,2,37474,0.000053370336766825,-1.7043175252356,0
"AA-AA-000-0000","kri0004","X083X",20,2,38203,0.0000523519095359003,-1.73283563962979,0
"AA-AA-000-0000","kri0004","X166X",5,1,19312,0.0000517812758906379,-1.52146982246701,0
"AA-AA-000-0000","kri0004","X201X",23,3,59864,0.0000501135908058265,-1.92766406422666,0
"AA-AA-000-0000","kri0004","X114X",7,1,22152,0.0000451426507764536,-1.68014783430116,0
"AA-AA-000-0000","kri0004","X153X",8,1,22229,0.0000449862791848486,-1.68424342766646,0
"AA-AA-000-0000","kri0004","X128X",58,7,163275,0.0000428724544480171,-2.51680390041223,0
"AA-AA-000-0000","kri0004","X090X",36,3,73564,0.0000407808167038225,-2.30174026472391,0
"AA-AA-000-0000","kri0004","X098X",11,1,28378,0.0000352385650856297,-1.98321407226048,0
"AA-AA-000-0000","kri0004","X081X",13,1,29789,0.0000335694383832958,-2.04523108681756,0
"AA-AA-000-0000","kri0004","X141X",15,1,34547,0.0000289460734651345,-2.24027560671062,0
"AA-AA-000-0000","kri0004","X168X",17,0,37555,0,-3.30759134260078,0
"AA-AA-000-0000","kri0004","X235X",9,0,23573,0,-2.79261806290421,0
"AA-AA-000-0000","kri0004","X209X",8,0,22108,0,-2.72825548098988,0
"AA-AA-000-0000","kri0004","X193X",7,0,21548,0,-2.7029360329332,0
"AA-AA-000-0000","kri0004","X173X",8,0,19413,0,-2.60236487906142,0
"AA-AA-000-0000","kri0004","X038X",6,0,17889,0,-2.52618303341795,0
"AA-AA-000-0000","kri0004","X137X",7,0,16508,0,-2.45349360167649,0
"AA-AA-000-0000","kri0004","X204X",7,0,16304,0,-2.44243165767831,0
"AA-AA-000-0000","kri0004","X159X",8,0,14776,0,-2.35662974008467,0
"AA-AA-000-0000","kri0004","X203X",7,0,14243,0,-2.32537518071078,0
"AA-AA-000-0000","kri0004","X097X",5,0,11997,0,-2.18478483736505,0
"AA-AA-000-0000","kri0004","X017X",3,0,11680,0,-2.16362657036027,0
"AA-AA-000-0000","kri0004","X148X",4,0,11273,0,-2.13591818036798,0
"AA-AA-000-0000","kri0004","X152X",5,0,9879,0,-2.03587777796722,0
"AA-AA-000-0000","kri0004","X073X",3,0,9606,0,-2.01524977544316,0
"AA-AA-000-0000","kri0004","X070X",4,0,9058,0,-1.97268730370259,0
"AA-AA-000-0000","kri0004","X175X",5,0,8775,0,-1.9500628202979,0
"AA-AA-000-0000","kri0004","X161X",2,0,8686,0,-1.94285185511766,0
"AA-AA-000-0000","kri0004","X156X",2,0,8542,0,-1.93108438157799,0
"AA-AA-000-0000","kri0004","X035X",3,0,8311,0,-1.91194067901004,0
"AA-AA-000-0000","kri0004","X065X",3,0,8047,0,-1.88964270890697,0
"AA-AA-000-0000","kri0004","X195X",2,0,7682,0,-1.85803334000719,0
"AA-AA-000-0000","kri0004","X027X",4,0,7611,0,-1.85177420810521,0
"AA-AA-000-0000","kri0004","X064X",3,0,7523,0,-1.84396460762662,0
"AA-AA-000-0000","kri0004","X044X",4,0,7100,0,-1.8055900582727,0
"AA-AA-000-0000","kri0004","X116X",2,0,6695,0,-1.76745933633679,0
"AA-AA-000-0000","kri0004","X023X",2,0,6418,0,-1.74052626129175,0
"AA-AA-000-0000","kri0004","X125X",2,0,5812,0,-1.67890881703967,0
"AA-AA-000-0000","kri0004","X219X",3,0,5706,0,-1.66771596377164,0
"AA-AA-000-0000","kri0004","X186X",2,0,5680,0,-1.66495036602742,0
"AA-AA-000-0000","kri0004","X031X",2,0,5106,0,-1.6017226146936,0
"AA-AA-000-0000","kri0004","X020X",1,0,4509,0,-1.53095727982025,0
"AA-AA-000-0000","kri0004","X218X",1,0,4416,0,-1.51940588919399,0
"AA-AA-000-0000","kri0004","X123X",3,0,4331,0,-1.50871192347814,0
"AA-AA-000-0000","kri0004","X089X",4,0,4304,0,-1.50528708487022,0
"AA-AA-000-0000","kri0004","X076X",2,0,4296,0,-1.50426969235029,0
"AA-AA-000-0000","kri0004","X227X",3,0,4139,0,-1.48405439421069,0
"AA-AA-000-0000","kri0004","X024X",1,0,4121,0,-1.48170571648566,0
"AA-AA-000-0000","kri0004","X225X",1,0,4022,0,-1.46866981753131,0
"AA-AA-000-0000","kri0004","X011X",1,0,3773,0,-1.43495304079346,0
"AA-AA-000-0000","kri0004","X122X",1,0,3708,0,-1.42591954060553,0
"AA-AA-000-0000","kri0004","X181X",3,0,3369,0,-1.3770927222136,0
"AA-AA-000-0000","kri0004","X008X",1,0,3125,0,-1.33997765380186,0
"AA-AA-000-0000","kri0004","X135X",1,0,3023,0,-1.32391519568312,0
"AA-AA-000-0000","kri0004","X132X",3,0,2934,0,-1.30961561790364,0
"AA-AA-000-0000","kri0004","X049X",3,0,2730,0,-1.2757632887413,0
"AA-AA-000-0000","kri0004","X222X",1,0,2645,0,-1.26118261996171,0
"AA-AA-000-0000","kri0004","X158X",1,0,2261,0,-1.19129898871725,0
"AA-AA-000-0000","kri0004","X071X",2,0,1568,0,-1.04293070045287,0
"AA-AA-000-0000","kri0004","X030X",1,0,1480,0,-1.02126771671731,0
"AA-AA-000-0000","kri0004","X034X",2,0,1202,0,-0.946897710985334,0
"AA-AA-000-0000","kri0004","X160X",1,0,911,0,-0.856157787300103,0
"AA-AA-000-0000","kri0004","X215X",1,0,513,0,-0.694895525403864,0
"AA-AA-000-0000","kri0004","X096X",1,0,433,0,-0.65337420566,0
"AA-AA-000-0000","kri0004","X047X",1,0,196,0,-0.489852606349294,0
"AA-AA-000-0000","kri0004","X188X",1,0,105,0,-0.390442979950457,0
"AA-AA-000-0000","kri0004","X039X",1,0,49,0,-0.295986614088084,0
"AA-AA-000-0000","kri0004","X108X",1,0,45,0,-0.28696699552774,0
"AA-AA-000-0000","kri0005","X183X",3142,580,3142,0.184595798854233,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000172227601710927,-1
"AA-AA-000-0000","kri0005","X116X",1723,191,1723,0.110853163087638,0.00000000000000000000000000000225514191625345,-1
"AA-AA-000-0000","kri0005","X036X",745,73,745,0.0979865771812081,0.000000000489745199397635,-1
"AA-AA-000-0000","kri0005","X013X",16413,1603,16413,0.0976664838847255,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000181576392128844,-1
"AA-AA-000-0000","kri0005","X094X",4253,399,4253,0.0938161297907359,0.0000000000000000000000000000000000000000000720869214306351,-1
"AA-AA-000-0000","kri0005","X137X",5857,485,5857,0.0828068977292129,0.00000000000000000000000000000000000000951851286700105,-1
"AA-AA-000-0000","kri0005","X218X",926,74,926,0.0799136069114471,0.00000121522806863358,-1
"AA-AA-000-0000","kri0005","X099X",2441,191,2441,0.0782466202376075,0.0000000000000744947065726004,-1
"AA-AA-000-0000","kri0005","X145X",2544,199,2544,0.0782232704402516,0.0000000000000185217744350951,-1
"AA-AA-000-0000","kri0005","X018X",8359,632,8359,0.0756071300394784,0.0000000000000000000000000000000000000492112523821939,-1
"AA-AA-000-0000","kri0005","X086X",27475,2041,27475,0.0742857142857143,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000356820555551326,-1
"AA-AA-000-0000","kri0005","X075X",1943,144,1943,0.074112197632527,0.00000000251568301755907,-1
"AA-AA-000-0000","kri0005","X070X",3578,254,3578,0.0709893795416434,0.000000000000362747500044948,-1
"AA-AA-000-0000","kri0005","X121X",2563,178,2563,0.0694498634412797,0.0000000059754109731813,-1
"AA-AA-000-0000","kri0005","X136X",3697,246,3697,0.0665404381931296,0.000000000405610697852868,-1
"AA-AA-000-0000","kri0005","X100X",4852,320,4852,0.0659521846661171,0.00000000000247212795705062,-1
"AA-AA-000-0000","kri0005","X224X",4448,286,4448,0.0642985611510791,0.000000000523355165964248,-1
"AA-AA-000-0000","kri0005","X082X",8842,562,8842,0.0635602804795295,0.0000000000000000215989462195768,-1
"AA-AA-000-0000","kri0005","X144X",3486,221,3486,0.0633964429145152,0.000000136633972883621,-1
"AA-AA-000-0000","kri0005","X160X",893,55,893,0.0615901455767077,0.0140161898950173,-1
"AA-AA-000-0000","kri0005","X165X",7261,440,7261,0.0605977138135243,0.0000000000537820376392692,-1
"AA-AA-000-0000","kri0005","X073X",2547,151,2547,0.0592854338437377,0.000333734645180066,-1
"AA-AA-000-0000","kri0005","X031X",1767,104,1767,0.0588568194680249,0.0036170764485924,-1
"AA-AA-000-0000","kri0005","X009X",5270,305,5270,0.0578747628083491,0.00000235123352187325,-1
"AA-AA-000-0000","kri0005","X185X",4446,255,4446,0.0573549257759784,0.0000287750853266619,-1
"AA-AA-000-0000","kri0005","X236X",14993,839,14993,0.0559594477422797,0.00000000000440096295331484,-1
"AA-AA-000-0000","kri0005","X234X",1667,93,1667,0.0557888422315537,0.0229067868430843,-1
"AA-AA-000-0000","kri0005","X093X",6465,360,6465,0.0556844547563805,0.0000088316172760256,-1
"AA-AA-000-0000","kri0005","X050X",23250,1286,23250,0.0553118279569892,0.000000000000000240051825381551,-1
"AA-AA-000-0000","kri0005","X064X",2720,150,2720,0.0551470588235294,0.00570802299022381,-1
"AA-AA-000-0000","kri0005","X199X",8721,457,8721,0.0524022474486871,0.000176835324533986,-1
"AA-AA-000-0000","kri0005","X126X",24376,1264,24376,0.0518542829012143,0.00000000381913610973005,-1
"AA-AA-000-0000","kri0005","X172X",5404,274,5404,0.0507031828275352,0.0181861510051987,-1
"AA-AA-000-0000","kri0005","X055X",37917,1878,37917,0.049529234907825,0.000000153159200574964,-1
"AA-AA-000-0000","kri0005","X128X",51702,2435,51702,0.0470968241073846,0.000481904366359728,-1
"AA-AA-000-0000","kri0005","X102X",60208,2756,60208,0.0457746478873239,0.0296190889877055,-1
"AA-AA-000-0000","kri0005","X140X",22219,908,22219,0.0408659255592061,0.021649439004675,-1
"AA-AA-000-0000","kri0005","X033X",12921,518,12921,0.0400897763331012,0.0293222390274339,-1
"AA-AA-000-0000","kri0005","X098X",9245,368,9245,0.0398053001622499,0.0498765633496824,-1
"AA-AA-000-0000","kri0005","X141X",12468,490,12468,0.0393006095604748,0.00956546786643125,-1
"AA-AA-000-0000","kri0005","X230X",7712,303,7712,0.0392894190871369,0.0448039180740693,-1
"AA-AA-000-0000","kri0005","X025X",11129,433,11129,0.0389073591517657,0.00808745009900933,-1
"AA-AA-000-0000","kri0005","X040X",18987,738,18987,0.0388686996365935,0.000437866132754566,-1
"AA-AA-000-0000","kri0005","X068X",14703,562,14703,0.0382234918043937,0.000497368765494883,-1
"AA-AA-000-0000","kri0005","X192X",24713,937,24713,0.0379152672682394,0.00000158625655635722,-1
"AA-AA-000-0000","kri0005","X010X",25552,947,25552,0.0370616781465247,0.0000000230555573762909,-1
"AA-AA-000-0000","kri0005","X217X",5646,209,5646,0.0370173574211831,0.0101271716113809,-1
"AA-AA-000-0000","kri0005","X059X",10993,406,10993,0.0369325934685709,0.000220894001239563,-1
"AA-AA-000-0000","kri0005","X152X",4516,166,4516,0.0367581930912312,0.0163887355888803,-1
"AA-AA-000-0000","kri0005","X169X",25407,929,25407,0.0365647262565435,0.00000000209975607486132,-1
"AA-AA-000-0000","kri0005","X148X",3678,132,3678,0.0358890701468189,0.0156123542645591,-1
"AA-AA-000-0000","kri0005","X175X",4232,151,4232,0.0356805293005671,0.00762633973381477,-1
"AA-AA-000-0000","kri0005","X032X",3729,133,3729,0.0356663984982569,0.0117194740276382,-1
"AA-AA-000-0000","kri0005","X214X",2532,90,2532,0.0355450236966825,0.0369105442795838,-1
"AA-AA-000-0000","kri0005","X180X",8981,318,8981,0.0354080837323238,0.0000443004315819445,-1
"AA-AA-000-0000","kri0005","X235X",7752,274,7752,0.0353457172342621,0.000139125856977647,-1
"AA-AA-000-0000","kri0005","X166X",4421,155,4421,0.0350599411897761,0.00326027331810469,-1
"AA-AA-000-0000","kri0005","X103X",2533,88,2533,0.034741413343861,0.0224975497545244,-1
"AA-AA-000-0000","kri0005","X143X",4355,150,4355,0.034443168771527,0.00163877777951246,-1
"AA-AA-000-0000","kri0005","X157X",2043,69,2043,0.0337738619676946,0.0231976232709854,-1
"AA-AA-000-0000","kri0005","X088X",2760,93,2760,0.033695652173913,0.00699951558265372,-1
"AA-AA-000-0000","kri0005","X112X",2318,78,2318,0.0336496980155306,0.0148109854033178,-1
"AA-AA-000-0000","kri0005","X201X",21537,715,21537,0.0331986813390909,0.000000000000000502277774566109,-1
"AA-AA-000-0000","kri0005","X219X",1852,61,1852,0.0329373650107991,0.0198738172013726,-1
"AA-AA-000-0000","kri0005","X049X",2674,88,2674,0.0329094988780853,0.00455649682757967,-1
"AA-AA-000-0000","kri0005","X085X",10762,354,10762,0.0328935142166883,0.00000000454079253756834,-1
"AA-AA-000-0000","kri0005","X027X",3408,108,3408,0.0316901408450704,0.000313839246785378,-1
"AA-AA-000-0000","kri0005","X174X",3933,123,3933,0.0312738367658276,0.000050014249529422,-1
"AA-AA-000-0000","kri0005","X131X",6300,195,6300,0.030952380952381,0.000000131403070750362,-1
"AA-AA-000-0000","kri0005","X153X",5996,185,5996,0.0308539026017345,0.000000213670581733942,-1
"AA-AA-000-0000","kri0005","X054X",8105,248,8105,0.0305983960518199,0.000000000636344189017005,-1
"AA-AA-000-0000","kri0005","X089X",3447,104,3447,0.0301711633304323,0.00003693182477971,-1
"AA-AA-000-0000","kri0005","X115X",1692,51,1692,0.0301418439716312,0.00432861745990989,-1
"AA-AA-000-0000","kri0005","X114X",6652,200,6652,0.0300661455201443,0.00000000560440260892484,-1
"AA-AA-000-0000","kri0005","X109X",4729,140,4729,0.0296045675618524,0.00000035950963694026,-1
"AA-AA-000-0000","kri0005","X197X",1942,57,1942,0.029351184346035,0.00106384528025793,-1
"AA-AA-000-0000","kri0005","X225X",869,25,869,0.0287686996547756,0.025352352675342,-1
"AA-AA-000-0000","kri0005","X035X",2797,80,2797,0.0286020736503396,0.0000312024879286233,-1
"AA-AA-000-0000","kri0005","X130X",28558,808,28558,0.0282932978499895,0.0000000000000000000000000000000000000000000326914534688419,-1
"AA-AA-000-0000","kri0005","X202X",3896,110,3896,0.0282340862422998,0.000000416768745094481,-1
"AA-AA-000-0000","kri0005","X030X",815,23,815,0.0282208588957055,0.0259791143890643,-1
"AA-AA-000-0000","kri0005","X123X",2720,76,2720,0.0279411764705882,0.0000159501161092875,-1
"AA-AA-000-0000","kri0005","X211X",788,22,788,0.0279187817258883,0.0291784122849231,-1
"AA-AA-000-0000","kri0005","X204X",6227,173,6227,0.0277822386381885,0.0000000000297990226528368,-1
"AA-AA-000-0000","kri0005","X065X",2630,73,2630,0.0277566539923954,0.0000176109866585966,-1
"AA-AA-000-0000","kri0005","X063X",2685,74,2685,0.02756052141527,0.0000112369276621262,-1
"AA-AA-000-0000","kri0005","X119X",876,24,876,0.0273972602739726,0.0133228517211596,-1
"AA-AA-000-0000","kri0005","X096X",661,18,661,0.027231467473525,0.0361468648182469,-1
"AA-AA-000-0000","kri0005","X125X",1916,52,1916,0.0271398747390397,0.000145212984399755,-1
"AA-AA-000-0000","kri0005","X053X",8823,239,8823,0.0270882919641845,0.0000000000000000958423086286986,-1
"AA-AA-000-0000","kri0005","X159X",7639,204,7639,0.0267050661081293,0.00000000000000244952662474801,-1
"AA-AA-000-0000","kri0005","X002X",7602,201,7602,0.026440410418311,0.00000000000000104322820512669,-1
"AA-AA-000-0000","kri0005","X081X",11754,308,11754,0.0262038454994045,0.00000000000000000000000298737495129832,-1
"AA-AA-000-0000","kri0005","X015X",2452,64,2452,0.0261011419249592,0.00000425831690948811,-1
"AA-AA-000-0000","kri0005","X167X",929,24,929,0.0258342303552207,0.00496998660929618,-1
"AA-AA-000-0000","kri0005","X124X",3376,87,3376,0.0257701421800948,0.0000000330995332353586,-1
"AA-AA-000-0000","kri0005","X034X",1273,32,1273,0.0251374705420267,0.000595404760952971,-1
"AA-AA-000-0000","kri0005","X120X",2727,65,2727,0.0238357169050238,0.000000030327126017432,-1
"AA-AA-000-0000","kri0005","X135X",841,20,841,0.0237812128418549,0.00307751523249246,-1
"AA-AA-000-0000","kri0005","X210X",3625,85,3625,0.023448275862069,0.0000000000547700185084176,-1
"AA-AA-000-0000","kri0005","X188X",869,20,869,0.0230149597238205,0.00156987996703719,-1
"AA-AA-000-0000","kri0005","X105X",4382,100,4382,0.0228206298493838,0.0000000000000906857361066072,-1
"AA-AA-000-0000","kri0005","X209X",6692,150,6692,0.0224148236700538,0.00000000000000000000304911026151592,-1
"AA-AA-000-0000","kri0005","X156X",1695,37,1695,0.0218289085545723,0.00000139573490025592,-1
"AA-AA-000-0000","kri0005","X023X",1836,39,1836,0.0212418300653595,0.000000251279344949253,-1
"AA-AA-000-0000","kri0005","X078X",2283,47,2283,0.020586946999562,0.00000000188381463691436,-1
"AA-AA-000-0000","kri0005","X215X",924,19,924,0.0205627705627706,0.000202211776415752,-1
"AA-AA-000-0000","kri0005","X048X",3601,74,3601,0.0205498472646487,0.000000000000036079166877281,-1
"AA-AA-000-0000","kri0005","X179X",3185,64,3185,0.020094191522763,0.000000000000356113420079359,-1
"AA-AA-000-0000","kri0005","X110X",3448,66,3448,0.0191415313225058,0.00000000000000245983093048263,-1
"AA-AA-000-0000","kri0005","X011X",888,16,888,0.018018018018018,0.0000370599281571487,-1
"AA-AA-000-0000","kri0005","X195X",1818,30,1818,0.0165016501650165,0.000000000144222979385101,-1
"AA-AA-000-0000","kri0005","X044X",3739,60,3739,0.0160470714094678,0.00000000000000000000268780618938888,-1
"AA-AA-000-0000","kri0005","X007X",678,9,678,0.0132743362831858,0.0000128232310739739,-1
"AA-AA-000-0000","kri0005","X020X",831,11,831,0.01323706377858,0.00000104742160829602,-1
"AA-AA-000-0000","kri0005","X061X",1717,22,1717,0.0128130460104834,0.000000000000350151447993073,-1
"AA-AA-000-0000","kri0005","X016X",4430,46,4430,0.0103837471783296,0.0000000000000000000000000000000000000120582836147248,-1
"AA-AA-000-0000","kri0005","X222X",865,49,865,0.0566473988439306,0.080676023090851,0
"AA-AA-000-0000","kri0005","X158X",947,53,947,0.0559662090813094,0.0804689868581665,0
"AA-AA-000-0000","kri0005","X047X",932,49,932,0.0525751072961373,0.200612271293981,0
"AA-AA-000-0000","kri0005","X014X",1860,94,1860,0.0505376344086022,0.174066820648925,0
"AA-AA-000-0000","kri0005","X117X",3396,169,3396,0.0497644287396938,0.102146190932508,0
"AA-AA-000-0000","kri0005","X028X",1734,86,1734,0.04959630911188,0.2650433011384,0
"AA-AA-000-0000","kri0005","X039X",755,37,755,0.0490066225165563,0.477432186551456,0
"AA-AA-000-0000","kri0005","X196X",4174,199,4174,0.0476760900814566,0.241176739750233,0
"AA-AA-000-0000","kri0005","X017X",2967,141,2967,0.0475227502527806,0.346404132287371,0
"AA-AA-000-0000","kri0005","X193X",5989,284,5989,0.0474202704959092,0.195208635448681,0
"AA-AA-000-0000","kri0005","X113X",803,38,803,0.0473225404732254,0.605741360011248,0
"AA-AA-000-0000","kri0005","X226X",8201,388,8201,0.0473113034995732,0.144451045352646,0
"AA-AA-000-0000","kri0005","X181X",1695,80,1695,0.0471976401179941,0.514149405758965,0
"AA-AA-000-0000","kri0005","X223X",1603,75,1603,0.0467872738615097,0.58304335150293,0
"AA-AA-000-0000","kri0005","X097X",4634,216,4634,0.0466119982736297,0.388882115749471,0
"AA-AA-000-0000","kri0005","X151X",4753,221,4753,0.046496949295182,0.394948690286329,0
"AA-AA-000-0000","kri0005","X168X",15688,717,15688,0.045703722590515,0.289848445071533,0
"AA-AA-000-0000","kri0005","X090X",32089,1451,32089,0.0452179874723425,0.281467262530799,0
"AA-AA-000-0000","kri0005","X076X",1858,84,1858,0.0452099031216362,0.777090514633257,0
"AA-AA-000-0000","kri0005","X072X",6363,287,6363,0.0451045104510451,0.667772420294085,0
"AA-AA-000-0000","kri0005","X227X",1976,89,1976,0.0450404858299595,0.783863067930694,0
"AA-AA-000-0000","kri0005","X133X",14671,660,14671,0.0449867084724968,0.55679720531156,0
"AA-AA-000-0000","kri0005","X008X",918,41,918,0.0446623093681917,0.872189725273374,0
"AA-AA-000-0000","kri0005","X232X",3092,138,3092,0.0446313065976714,0.860527687238599,0
"AA-AA-000-0000","kri0005","X021X",15435,683,15435,0.0442500809847749,0.874389169063225,0
"AA-AA-000-0000","kri0005","X084X",8917,394,8917,0.0441852641022766,0.917421584346706,0
"AA-AA-000-0000","kri0005","X029X",6204,273,6204,0.0440038684719536,0.975244833538071,0
"AA-AA-000-0000","kri0005","X186X",1938,85,1938,0.043859649122807,1,0
"AA-AA-000-0000","kri0005","X194X",2622,115,2622,0.043859649122807,1,0
"AA-AA-000-0000","kri0005","X150X",2410,104,2410,0.0431535269709544,0.881465885928945,0
"AA-AA-000-0000","kri0005","X043X",883,38,883,0.043035107587769,1,0
"AA-AA-000-0000","kri0005","X057X",4581,196,4581,0.0427854180309976,0.718156306468089,0
"AA-AA-000-0000","kri0005","X154X",5860,247,5860,0.0421501706484642,0.522953277591565,0
"AA-AA-000-0000","kri0005","X083X",17519,738,17519,0.0421256921057138,0.227581340234501,0
"AA-AA-000-0000","kri0005","X132X",2460,102,2460,0.0414634146341463,0.588112436700588,0
"AA-AA-000-0000","kri0005","X231X",14329,590,14329,0.041175239025752,0.100996296642055,0
"AA-AA-000-0000","kri0005","X173X",6861,282,6861,0.0411018801923918,0.249558226019237,0
"AA-AA-000-0000","kri0005","X038X",5377,221,5377,0.0411009856797471,0.317287307526488,0
"AA-AA-000-0000","kri0005","X203X",5809,237,5809,0.0407987605439835,0.248149818437122,0
"AA-AA-000-0000","kri0005","X095X",5600,227,5600,0.0405357142857143,0.214517675583381,0
"AA-AA-000-0000","kri0005","X129X",10760,435,10760,0.0404275092936803,0.0726139326042422,0
"AA-AA-000-0000","kri0005","X037X",7036,284,7036,0.0403638430926663,0.144768337871029,0
"AA-AA-000-0000","kri0005","X207X",2693,108,2693,0.0401039732640178,0.346755595939781,0
"AA-AA-000-0000","kri0005","X228X",832,33,832,0.0396634615384615,0.611721780944783,0
"AA-AA-000-0000","kri0005","X108X",883,35,883,0.0396375990939977,0.621764051052932,0
"AA-AA-000-0000","kri0005","X058X",6163,243,6163,0.0394288495862405,0.0811237051249838,0
"AA-AA-000-0000","kri0005","X164X",4086,160,4086,0.0391581008321096,0.136095273749606,0
"AA-AA-000-0000","kri0005","X212X",4364,170,4364,0.038955087076077,0.111634745516489,0
"AA-AA-000-0000","kri0005","X071X",1668,62,1668,0.0371702637889688,0.188482042993151,0
"AA-AA-000-0000","kri0005","X107X",1862,68,1862,0.0365198711063373,0.12641399294946,0
"AA-AA-000-0000","kri0005","X216X",725,26,725,0.0358620689655172,0.319147168101757,0
"AA-AA-000-0000","kri0005","X191X",802,28,802,0.0349127182044888,0.228141837484429,0
"AA-AA-000-0000","kri0005","X161X",1794,62,1794,0.0345596432552954,0.0500835951296324,0
"AA-AA-000-0000","kri0005","X206X",870,29,870,0.0333333333333333,0.136215300761829,0
"AA-AA-000-0000","kri0005","X122X",876,29,876,0.0331050228310502,0.136968923998775,0
"AA-AA-000-0000","kri0005","X024X",877,27,877,0.0307867730900798,0.0577329286777453,0
"AA-AA-000-0000","kri0005","X080X",916,28,916,0.0305676855895196,0.0523636413885209,0
"AA-AA-000-0000","kri0005","X127X",66,2,66,0.0303030303030303,1,0
"AA-AA-000-0000","kri0006","X214X",13,13,13,1,0.0069997386384033,-1
"AA-AA-000-0000","kri0006","X181X",14,14,14,1,0.00720193105326191,-1
"AA-AA-000-0000","kri0006","X183X",41,40,41,0.975609756097561,0.00000211684798373478,-1
"AA-AA-000-0000","kri0006","X137X",52,50,52,0.961538461538462,0.0000005650154336756,-1
"AA-AA-000-0000","kri0006","X094X",19,18,19,0.947368421052632,0.0114887232820216,-1
"AA-AA-000-0000","kri0006","X227X",16,15,16,0.9375,0.0288382112176789,-1
"AA-AA-000-0000","kri0006","X093X",25,23,25,0.92,0.00846769546145473,-1
"AA-AA-000-0000","kri0006","X073X",23,21,23,0.91304347826087,0.0126050680250707,-1
"AA-AA-000-0000","kri0006","X201X",44,40,44,0.909090909090909,0.000298482590150689,-1
"AA-AA-000-0000","kri0006","X165X",25,22,25,0.88,0.0302554123869438,-1
"AA-AA-000-0000","kri0006","X128X",134,105,134,0.783582089552239,0.00435781427032813,-1
"AA-AA-000-0000","kri0006","X102X",112,65,112,0.580357142857143,0.0390207850082606,-1
"AA-AA-000-0000","kri0006","X086X",50,24,50,0.48,0.00555280944815778,-1
"AA-AA-000-0000","kri0006","X126X",37,16,37,0.432432432432432,0.00253547735746594,-1
"AA-AA-000-0000","kri0006","X083X",28,11,28,0.392857142857143,0.00356591616412629,-1
"AA-AA-000-0000","kri0006","X098X",13,4,13,0.307692307692308,0.013294983736093,-1
"AA-AA-000-0000","kri0006","X235X",11,3,11,0.272727272727273,0.00778019634088658,-1
"AA-AA-000-0000","kri0006","X180X",12,3,12,0.25,0.00332749272122427,-1
"AA-AA-000-0000","kri0006","X172X",8,2,8,0.25,0.0179064664828911,-1
